"id","distribution_code","customer_code","start_latitude","start_longitude","dest_latitude","dest_longitude","total","process_at","received_at","distance","speed_average","potential_rain","duration","status","created_at"
"DS20230922","C1611119","-6.5777356","106.7748177","-6.5789106","106.7725241","1","06:03:13","06:06:13","550","37","40","3","200","2023-09-01T17:00:00.000000Z",""
"DS20230922","C1611120","-6.5789106","106.7725241","-6.580235","106.7758265","2","06:03:14","06:07:14","500","48","40","4","200","2023-09-01T17:00:00.000000Z",""
"DS20230922","C1611221","-6.580235","106.7758265","-6.5806101","106.7778852","1","06:05:41","06:08:41","300","40","40","3","200","2023-09-01T17:00:00.000000Z",""
"DS20230922","C1611222","-6.5806101","106.7778852","-6.574711","106.778276","2","06:03:37","06:09:37","1600","37","40","6","200","2023-09-01T17:00:00.000000Z",""
"DS20230922","C1661223","-6.574711","106.778276","-6.5750769","106.7786665","2","06:01:14","06:05:14","55","42","40","4","200","2023-09-01T17:00:00.000000Z",""
"DS20230923","C1611324","-6.5593912","106.7651706","-6.5689459","106.7663511","1","06:03:15","06:17:15","2500","49","40","13","200","2023-09-01T17:00:00.000000Z",""
"DS20230923","C1611225","-6.5689459","106.7663511","-6.5697904","106.7715157","1","06:05:43","06:09:43","800","44","40","4","200","2023-09-01T17:00:00.000000Z",""
"DS20230931","C161134","-6.5593912","106.7651706","-6.5597062","106.7653049","1","06:04:06","06:14:06","1900","46","50","11","200","2023-09-02T17:00:00.000000Z",""
"DS20230931","C161135","-6.5597062","106.7653049","-6.5616789","106.7651859","2","06:03:30","06:10:30","850","42","50","8","200","2023-09-02T17:00:00.000000Z",""
"DS20230931","C161136","-6.5616789","106.7651859","-6.5576909","106.7708545","1","06:01:15","06:06:15","50","38","50","6","200","2023-09-02T17:00:00.000000Z",""
"DS20230931","C161147","-6.5576909","106.7708545","-6.5579377","106.7646372","2","06:05:47","06:11:47","700","40","50","7","200","2023-09-02T17:00:00.000000Z",""
"DS20230931","C161138","-6.5579377","106.7646372","-6.5526027","106.7687139","2","06:02:12","06:09:12","1600","42","50","8","200","2023-09-02T17:00:00.000000Z",""
"DS20230931","C161139","-6.5526027","106.7687139","-6.55624","106.7664824","1","06:03:12","06:10:12","700","42","50","8","200","2023-09-02T17:00:00.000000Z",""
"DS20230931","C1611310","-6.55624","106.7664824","-6.5608113","106.7697674","1","06:01:48","06:11:48","1900","37","50","11","200","2023-09-02T17:00:00.000000Z",""
"DS20230931","C1611311","-6.5608113","106.7697674","-6.5521866","106.7698895","1","06:01:10","06:12:10","2900","41","50","12","200","2023-09-02T17:00:00.000000Z",""
"DS20230931","C1611412","-6.5521866","106.7698895","-6.5538709","106.7612726","1","06:02:31","06:12:31","2600","41","50","11","200","2023-09-02T17:00:00.000000Z",""
"DS20230931","C1611413","-6.5538709","106.7612726","-6.5583673","106.7625736","2","06:05:24","06:09:24","550","43","50","5","200","2023-09-02T17:00:00.000000Z",""
"DS20230931","C1631014","-6.5583673","106.7625736","-6.5479962","106.7588665","1","06:05:02","06:11:02","2000","40","50","7","200","2023-09-02T17:00:00.000000Z",""
"DS20230932","C1611115","-6.5739934","106.77001","-6.5798804","106.7789937","1","06:05:32","06:12:32","1500","45","50","8","200","2023-09-02T17:00:00.000000Z",""
"DS20230932","C1611116","-6.5770773","106.7700981","-6.5785988","106.7729419","1","06:04:52","06:08:52","550","40","50","5","200","2023-09-02T17:00:00.000000Z",""
"DS20230932","C1611214","-6.5785988","106.7729419","-6.5739934","106.77001","1","06:02:01","06:07:01","850","37","50","6","200","2023-09-02T17:00:00.000000Z",""
"DS20230932","C1611115","-6.5739934","106.77001","-6.5798804","106.7789937","1","06:03:53","06:08:53","1500","45","50","6","200","2023-09-02T17:00:00.000000Z",""
"DS20230932","C1611216","-6.5798804","106.7789937","-6.574711","106.778276","1","06:04:32","06:09:32","1500","40","50","6","200","2023-09-02T17:00:00.000000Z",""
"DS20230932","C1611217","-6.574711","106.778276","-6.5735244","106.7694718","2","06:01:25","06:05:25","55","41","50","5","200","2023-09-02T17:00:00.000000Z",""
"DS20230932","C1611118","-6.5735244","106.7694718","-6.5777356","106.7748177","2","06:03:35","06:06:35","650","43","50","4","200","2023-09-02T17:00:00.000000Z",""
"DS20230932","C1611119","-6.5777356","106.7748177","-6.5789106","106.7725241","2","06:02:05","06:05:05","550","37","50","4","200","2023-09-02T17:00:00.000000Z",""
"DS20230932","C1611120","-6.5789106","106.7725241","-6.580235","106.7758265","1","06:01:30","06:04:30","500","48","50","4","200","2023-09-02T17:00:00.000000Z",""
"DS20230932","C1611221","-6.580235","106.7758265","-6.5806101","106.7778852","1","06:05:41","06:09:41","300","40","50","5","200","2023-09-02T17:00:00.000000Z",""
"DS20230932","C1611222","-6.5806101","106.7778852","-6.574711","106.778276","2","06:05:39","06:13:39","1600","37","50","9","200","2023-09-02T17:00:00.000000Z",""
"DS20230932","C1661223","-6.574711","106.778276","-6.5750769","106.7786665","1","06:04:33","06:09:33","55","42","50","6","200","2023-09-02T17:00:00.000000Z",""
"DS20230933","C1611324","-6.5593912","106.7651706","-6.5689459","106.7663511","1","06:02:55","06:12:55","2500","49","50","10","200","2023-09-02T17:00:00.000000Z",""
"DS20230933","C1611225","-6.5689459","106.7663511","-6.5697904","106.7715157","1","06:05:47","06:11:47","800","44","50","7","200","2023-09-02T17:00:00.000000Z",""
"DS20230941","C161134","-6.5593912","106.7651706","-6.5597062","106.7653049","2","06:03:26","06:11:26","1900","46","35","8","200","2023-09-03T17:00:00.000000Z",""
"DS20230941","C161135","-6.5597062","106.7653049","-6.5616789","106.7651859","1","06:02:51","06:09:51","850","42","35","7","200","2023-09-03T17:00:00.000000Z",""
"DS20230941","C161136","-6.5616789","106.7651859","-6.5576909","106.7708545","1","06:05:32","06:10:32","50","38","35","5","200","2023-09-03T17:00:00.000000Z",""
"DS20230941","C161147","-6.5576909","106.7708545","-6.5579377","106.7646372","1","06:02:31","06:08:31","700","40","35","6","200","2023-09-03T17:00:00.000000Z",""
"DS20230941","C161138","-6.5579377","106.7646372","-6.5526027","106.7687139","2","06:04:17","06:12:17","1600","42","35","8","200","2023-09-03T17:00:00.000000Z",""
"DS20230941","C161139","-6.5526027","106.7687139","-6.55624","106.7664824","1","06:04:52","06:11:52","700","42","35","7","200","2023-09-03T17:00:00.000000Z",""
"DS20230941","C1611310","-6.55624","106.7664824","-6.5608113","106.7697674","2","06:05:56","06:13:56","1900","37","35","8","200","2023-09-03T17:00:00.000000Z",""
"DS20230941","C1611311","-6.5608113","106.7697674","-6.5521866","106.7698895","2","06:05:24","06:16:24","2900","41","35","11","200","2023-09-03T17:00:00.000000Z",""
"DS20230941","C1611412","-6.5521866","106.7698895","-6.5538709","106.7612726","2","06:03:52","06:15:52","2600","41","35","12","200","2023-09-03T17:00:00.000000Z",""
"DS20230941","C1611413","-6.5538709","106.7612726","-6.5583673","106.7625736","1","06:05:36","06:08:36","550","43","35","3","200","2023-09-03T17:00:00.000000Z",""
"DS20230941","C1631014","-6.5583673","106.7625736","-6.5479962","106.7588665","1","06:03:46","06:08:46","2000","40","35","5","200","2023-09-03T17:00:00.000000Z",""
"DS20230942","C1611115","-6.5739934","106.77001","-6.5798804","106.7789937","1","06:03:21","06:11:21","1500","45","35","8","200","2023-09-03T17:00:00.000000Z",""
"DS20230942","C1611116","-6.5770773","106.7700981","-6.5785988","106.7729419","2","06:05:53","06:10:53","550","40","35","5","200","2023-09-03T17:00:00.000000Z",""
"DS20230942","C1611214","-6.5785988","106.7729419","-6.5739934","106.77001","1","06:03:37","06:05:37","850","37","35","2","200","2023-09-03T17:00:00.000000Z",""
"DS20230942","C1611115","-6.5739934","106.77001","-6.5798804","106.7789937","2","06:02:34","06:08:34","1500","45","35","6","200","2023-09-03T17:00:00.000000Z",""
"DS20230942","C1611216","-6.5798804","106.7789937","-6.574711","106.778276","1","06:02:45","06:07:45","1500","40","35","5","200","2023-09-03T17:00:00.000000Z",""
"DS20230942","C1611217","-6.574711","106.778276","-6.5735244","106.7694718","2","06:05:36","06:10:36","55","41","35","5","200","2023-09-03T17:00:00.000000Z",""
"DS20230942","C1611118","-6.5735244","106.7694718","-6.5777356","106.7748177","2","06:02:51","06:04:51","650","43","35","2","200","2023-09-03T17:00:00.000000Z",""
"DS20230942","C1611119","-6.5777356","106.7748177","-6.5789106","106.7725241","1","06:05:30","06:07:30","550","37","35","2","200","2023-09-03T17:00:00.000000Z",""
"DS20230942","C1611120","-6.5789106","106.7725241","-6.580235","106.7758265","2","06:02:33","06:04:33","500","48","35","2","200","2023-09-03T17:00:00.000000Z",""
"DS20230942","C1611221","-6.580235","106.7758265","-6.5806101","106.7778852","2","06:03:32","06:06:32","300","40","35","3","200","2023-09-03T17:00:00.000000Z",""
"DS20230942","C1611222","-6.5806101","106.7778852","-6.574711","106.778276","2","06:02:43","06:09:43","1600","37","35","7","200","2023-09-03T17:00:00.000000Z",""
"DS20230942","C1661223","-6.574711","106.778276","-6.5750769","106.7786665","1","06:04:38","06:07:38","55","42","35","3","200","2023-09-03T17:00:00.000000Z",""
"DS20230943","C1611324","-6.5593912","106.7651706","-6.5689459","106.7663511","1","06:04:51","06:17:51","2500","49","35","12","200","2023-09-03T17:00:00.000000Z",""
"DS20230943","C1611225","-6.5689459","106.7663511","-6.5697904","106.7715157","1","06:04:56","06:10:56","800","44","35","6","200","2023-09-03T17:00:00.000000Z",""
"DS20230951","C161134","-6.5593912","106.7651706","-6.5597062","106.7653049","2","06:05:51","06:14:51","1900","46","40","9","200","2023-09-04T17:00:00.000000Z",""
"DS20230951","C161135","-6.5597062","106.7653049","-6.5616789","106.7651859","1","06:04:59","06:11:59","850","42","40","7","200","2023-09-04T17:00:00.000000Z",""
"DS20230951","C161136","-6.5616789","106.7651859","-6.5576909","106.7708545","1","06:04:47","06:08:47","50","38","40","4","200","2023-09-04T17:00:00.000000Z",""
"DS20230951","C161147","-6.5576909","106.7708545","-6.5579377","106.7646372","1","06:02:06","06:09:06","700","40","40","7","200","2023-09-04T17:00:00.000000Z",""
"DS20230951","C161138","-6.5579377","106.7646372","-6.5526027","106.7687139","2","06:05:49","06:14:49","1600","42","40","9","200","2023-09-04T17:00:00.000000Z",""
"DS20230951","C161139","-6.5526027","106.7687139","-6.55624","106.7664824","2","06:05:37","06:12:37","700","42","40","7","200","2023-09-04T17:00:00.000000Z",""
"DS20230951","C1611310","-6.55624","106.7664824","-6.5608113","106.7697674","1","06:04:10","06:14:10","1900","37","40","10","200","2023-09-04T17:00:00.000000Z",""
"DS20230951","C1611311","-6.5608113","106.7697674","-6.5521866","106.7698895","2","06:05:03","06:17:03","2900","41","40","12","200","2023-09-04T17:00:00.000000Z",""
"DS20230951","C1611412","-6.5521866","106.7698895","-6.5538709","106.7612726","2","06:01:38","06:16:38","2600","41","40","15","200","2023-09-04T17:00:00.000000Z",""
"DS20230951","C1611413","-6.5538709","106.7612726","-6.5583673","106.7625736","2","06:02:42","06:06:42","550","43","40","4","200","2023-09-04T17:00:00.000000Z",""
"DS20230951","C1631014","-6.5583673","106.7625736","-6.5479962","106.7588665","1","06:04:25","06:09:25","2000","40","40","5","200","2023-09-04T17:00:00.000000Z",""
"DS20230952","C1611115","-6.5739934","106.77001","-6.5798804","106.7789937","1","06:03:43","06:09:43","1500","45","40","6","200","2023-09-04T17:00:00.000000Z",""
"DS20230952","C1611116","-6.5770773","106.7700981","-6.5785988","106.7729419","2","06:03:02","06:07:02","550","40","40","4","200","2023-09-04T17:00:00.000000Z",""
"DS20230952","C1611214","-6.5785988","106.7729419","-6.5739934","106.77001","2","06:05:35","06:09:35","850","37","40","4","200","2023-09-04T17:00:00.000000Z",""
"DS20230952","C1611115","-6.5739934","106.77001","-6.5798804","106.7789937","1","06:04:45","06:09:45","1500","45","40","5","200","2023-09-04T17:00:00.000000Z",""
"DS20230952","C1611216","-6.5798804","106.7789937","-6.574711","106.778276","2","06:02:17","06:10:17","1500","40","40","8","200","2023-09-04T17:00:00.000000Z",""
"DS20230952","C1611217","-6.574711","106.778276","-6.5735244","106.7694718","1","06:04:12","06:07:12","55","41","40","3","200","2023-09-04T17:00:00.000000Z",""
"DS20230952","C1611118","-6.5735244","106.7694718","-6.5777356","106.7748177","2","06:01:55","06:04:55","650","43","40","3","200","2023-09-04T17:00:00.000000Z",""
"DS20230952","C1611119","-6.5777356","106.7748177","-6.5789106","106.7725241","1","06:03:15","06:05:15","550","37","40","2","200","2023-09-04T17:00:00.000000Z",""
"DS20230952","C1611120","-6.5789106","106.7725241","-6.580235","106.7758265","1","06:04:26","06:07:26","500","48","40","3","200","2023-09-04T17:00:00.000000Z",""
"DS20230952","C1611221","-6.580235","106.7758265","-6.5806101","106.7778852","2","06:01:10","06:05:10","300","40","40","4","200","2023-09-04T17:00:00.000000Z",""
"DS20230952","C1611222","-6.5806101","106.7778852","-6.574711","106.778276","1","06:04:01","06:11:01","1600","37","40","7","200","2023-09-04T17:00:00.000000Z",""
"DS20230952","C1661223","-6.574711","106.778276","-6.5750769","106.7786665","2","06:05:56","06:10:56","55","42","40","5","200","2023-09-04T17:00:00.000000Z",""
"DS20230953","C1611324","-6.5593912","106.7651706","-6.5689459","106.7663511","2","06:04:03","06:18:03","2500","49","40","13","200","2023-09-04T17:00:00.000000Z",""
"DS20230953","C1611225","-6.5689459","106.7663511","-6.5697904","106.7715157","2","06:03:28","06:08:28","800","44","40","5","200","2023-09-04T17:00:00.000000Z",""
"DS20230961","C161134","-6.5593912","106.7651706","-6.5597062","106.7653049","1","06:04:26","06:11:26","1900","46","35","7","200","2023-09-05T17:00:00.000000Z",""
"DS20230961","C161135","-6.5597062","106.7653049","-6.5616789","106.7651859","1","06:05:35","06:10:35","850","42","35","5","200","2023-09-05T17:00:00.000000Z",""
"DS20230961","C161136","-6.5616789","106.7651859","-6.5576909","106.7708545","2","06:05:59","06:10:59","50","38","35","5","200","2023-09-05T17:00:00.000000Z",""
"DS20230961","C161147","-6.5576909","106.7708545","-6.5579377","106.7646372","2","06:02:21","06:06:21","700","40","35","4","200","2023-09-05T17:00:00.000000Z",""
"DS20230961","C161138","-6.5579377","106.7646372","-6.5526027","106.7687139","1","06:01:29","06:09:29","1600","42","35","8","200","2023-09-05T17:00:00.000000Z",""
"DS20230961","C161139","-6.5526027","106.7687139","-6.55624","106.7664824","1","06:01:28","06:07:28","700","42","35","6","200","2023-09-05T17:00:00.000000Z",""
"DS20230961","C1611310","-6.55624","106.7664824","-6.5608113","106.7697674","1","06:03:05","06:13:05","1900","37","35","10","200","2023-09-05T17:00:00.000000Z",""
"DS20230961","C1611311","-6.5608113","106.7697674","-6.5521866","106.7698895","1","06:03:21","06:14:21","2900","41","35","11","200","2023-09-05T17:00:00.000000Z",""
"DS20230961","C1611412","-6.5521866","106.7698895","-6.5538709","106.7612726","1","06:03:54","06:14:54","2600","41","35","11","200","2023-09-05T17:00:00.000000Z",""
"DS20230961","C1611413","-6.5538709","106.7612726","-6.5583673","106.7625736","2","06:04:10","06:08:10","550","43","35","4","200","2023-09-05T17:00:00.000000Z",""
"DS20230961","C1631014","-6.5583673","106.7625736","-6.5479962","106.7588665","2","06:04:12","06:10:12","2000","40","35","6","200","2023-09-05T17:00:00.000000Z",""
"DS20230962","C1611115","-6.5739934","106.77001","-6.5798804","106.7789937","2","06:03:28","06:07:28","1500","45","35","4","200","2023-09-05T17:00:00.000000Z",""
"DS20230962","C1611116","-6.5770773","106.7700981","-6.5785988","106.7729419","1","06:03:30","06:07:30","550","40","35","4","200","2023-09-05T17:00:00.000000Z",""
"DS20230962","C1611214","-6.5785988","106.7729419","-6.5739934","106.77001","1","06:05:21","06:09:21","850","37","35","4","200","2023-09-05T17:00:00.000000Z",""
"DS20230962","C1611115","-6.5739934","106.77001","-6.5798804","106.7789937","2","06:01:08","06:05:08","1500","45","35","4","200","2023-09-05T17:00:00.000000Z",""
"DS20230962","C1611216","-6.5798804","106.7789937","-6.574711","106.778276","2","06:01:39","06:07:39","1500","40","35","6","200","2023-09-05T17:00:00.000000Z",""
"DS20230962","C1611217","-6.574711","106.778276","-6.5735244","106.7694718","1","06:02:21","06:06:21","55","41","35","4","200","2023-09-05T17:00:00.000000Z",""
"DS20230962","C1611118","-6.5735244","106.7694718","-6.5777356","106.7748177","1","06:02:26","06:05:26","650","43","35","3","200","2023-09-05T17:00:00.000000Z",""
"DS20230962","C1611119","-6.5777356","106.7748177","-6.5789106","106.7725241","1","06:02:27","06:07:27","550","37","35","5","200","2023-09-05T17:00:00.000000Z",""
"DS20230962","C1611120","-6.5789106","106.7725241","-6.580235","106.7758265","2","06:04:36","06:09:36","500","48","35","5","200","2023-09-05T17:00:00.000000Z",""
"DS20230962","C1611221","-6.580235","106.7758265","-6.5806101","106.7778852","2","06:03:54","06:05:54","300","40","35","2","200","2023-09-05T17:00:00.000000Z",""
"DS20230962","C1611222","-6.5806101","106.7778852","-6.574711","106.778276","2","06:04:42","06:12:42","1600","37","35","8","200","2023-09-05T17:00:00.000000Z",""
"DS20230962","C1661223","-6.574711","106.778276","-6.5750769","106.7786665","1","06:04:07","06:08:07","55","42","35","4","200","2023-09-05T17:00:00.000000Z",""
"DS20230963","C1611324","-6.5593912","106.7651706","-6.5689459","106.7663511","1","06:04:24","06:11:24","2500","49","35","6","200","2023-09-05T17:00:00.000000Z",""
"DS20230963","C1611225","-6.5689459","106.7663511","-6.5697904","106.7715157","2","06:03:18","06:10:18","800","44","35","7","200","2023-09-05T17:00:00.000000Z",""
"DS20230971","C161134","-6.5593912","106.7651706","-6.5597062","106.7653049","1","06:04:24","06:13:24","1900","46","40","9","200","2023-09-06T17:00:00.000000Z",""
"DS20230971","C161135","-6.5597062","106.7653049","-6.5616789","106.7651859","1","06:05:01","06:10:01","850","42","40","5","200","2023-09-06T17:00:00.000000Z",""
"DS20230971","C161136","-6.5616789","106.7651859","-6.5576909","106.7708545","2","06:02:02","06:06:02","50","38","40","4","200","2023-09-06T17:00:00.000000Z",""
"DS20230971","C161147","-6.5576909","106.7708545","-6.5579377","106.7646372","2","06:05:07","06:12:07","700","40","40","7","200","2023-09-06T17:00:00.000000Z",""
"DS20230971","C161138","-6.5579377","106.7646372","-6.5526027","106.7687139","1","06:01:05","06:10:05","1600","42","40","9","200","2023-09-06T17:00:00.000000Z",""
"DS20230971","C161139","-6.5526027","106.7687139","-6.55624","106.7664824","2","06:05:47","06:12:47","700","42","40","7","200","2023-09-06T17:00:00.000000Z",""
"DS20230971","C1611310","-6.55624","106.7664824","-6.5608113","106.7697674","1","06:02:43","06:10:43","1900","37","40","8","200","2023-09-06T17:00:00.000000Z",""
"DS20230971","C1611311","-6.5608113","106.7697674","-6.5521866","106.7698895","1","06:03:19","06:19:19","2900","41","40","16","200","2023-09-06T17:00:00.000000Z",""
"DS20230971","C1611412","-6.5521866","106.7698895","-6.5538709","106.7612726","1","06:05:43","06:15:43","2600","41","40","10","200","2023-09-06T17:00:00.000000Z",""
"DS20230971","C1611413","-6.5538709","106.7612726","-6.5583673","106.7625736","1","06:05:59","06:10:59","550","43","40","5","200","2023-09-06T17:00:00.000000Z",""
"DS20230971","C1631014","-6.5583673","106.7625736","-6.5479962","106.7588665","2","06:04:01","06:09:01","2000","40","40","5","200","2023-09-06T17:00:00.000000Z",""
"DS20230972","C1611115","-6.5739934","106.77001","-6.5798804","106.7789937","1","06:01:34","06:05:34","1500","45","40","4","200","2023-09-06T17:00:00.000000Z",""
"DS20230972","C1611116","-6.5770773","106.7700981","-6.5785988","106.7729419","2","06:05:25","06:09:25","550","40","40","4","200","2023-09-06T17:00:00.000000Z",""
"DS20230972","C1611214","-6.5785988","106.7729419","-6.5739934","106.77001","1","06:04:23","06:07:23","850","37","40","3","200","2023-09-06T17:00:00.000000Z",""
"DS20230972","C1611115","-6.5739934","106.77001","-6.5798804","106.7789937","1","06:04:14","06:08:14","1500","45","40","4","200","2023-09-06T17:00:00.000000Z",""
"DS20230972","C1611216","-6.5798804","106.7789937","-6.574711","106.778276","1","06:01:54","06:06:54","1500","40","40","5","200","2023-09-06T17:00:00.000000Z",""
"DS20230972","C1611217","-6.574711","106.778276","-6.5735244","106.7694718","1","06:03:29","06:07:29","55","41","40","4","200","2023-09-06T17:00:00.000000Z",""
"DS20230972","C1611118","-6.5735244","106.7694718","-6.5777356","106.7748177","1","06:03:08","06:08:08","650","43","40","5","200","2023-09-06T17:00:00.000000Z",""
"DS20230972","C1611119","-6.5777356","106.7748177","-6.5789106","106.7725241","2","06:04:16","06:08:16","550","37","40","4","200","2023-09-06T17:00:00.000000Z",""
"DS20230972","C1611120","-6.5789106","106.7725241","-6.580235","106.7758265","2","06:01:30","06:03:30","500","48","40","2","200","2023-09-06T17:00:00.000000Z",""
"DS20230972","C1611221","-6.580235","106.7758265","-6.5806101","106.7778852","2","06:03:17","06:05:17","300","40","40","2","200","2023-09-06T17:00:00.000000Z",""
"DS20230972","C1611222","-6.5806101","106.7778852","-6.574711","106.778276","1","06:05:51","06:14:51","1600","37","40","9","200","2023-09-06T17:00:00.000000Z",""
"DS20230972","C1661223","-6.574711","106.778276","-6.5750769","106.7786665","1","06:05:53","06:10:53","55","42","40","5","200","2023-09-06T17:00:00.000000Z",""
"DS20230973","C1611324","-6.5593912","106.7651706","-6.5689459","106.7663511","2","06:04:44","06:12:44","2500","49","40","7","200","2023-09-06T17:00:00.000000Z",""
"DS20230973","C1611225","-6.5689459","106.7663511","-6.5697904","106.7715157","1","06:05:52","06:11:52","800","44","40","6","200","2023-09-06T17:00:00.000000Z",""
"DS20230981","C161134","-6.5593912","106.7651706","-6.5597062","106.7653049","2","06:02:32","06:09:32","1900","46","40","7","200","2023-09-07T17:00:00.000000Z",""
"DS20230981","C161135","-6.5597062","106.7653049","-6.5616789","106.7651859","2","06:05:42","06:10:42","850","42","40","5","200","2023-09-07T17:00:00.000000Z",""
"DS20230981","C161136","-6.5616789","106.7651859","-6.5576909","106.7708545","2","06:01:27","06:06:27","50","38","40","5","200","2023-09-07T17:00:00.000000Z",""
"DS20230981","C161147","-6.5576909","106.7708545","-6.5579377","106.7646372","2","06:04:50","06:09:50","700","40","40","5","200","2023-09-07T17:00:00.000000Z",""
"DS20230981","C161138","-6.5579377","106.7646372","-6.5526027","106.7687139","2","06:04:32","06:12:32","1600","42","40","8","200","2023-09-07T17:00:00.000000Z",""
"DS20230981","C161139","-6.5526027","106.7687139","-6.55624","106.7664824","2","06:03:11","06:08:11","700","42","40","5","200","2023-09-07T17:00:00.000000Z",""
"DS20230981","C1611310","-6.55624","106.7664824","-6.5608113","106.7697674","2","06:02:29","06:11:29","1900","37","40","9","200","2023-09-07T17:00:00.000000Z",""
"DS20230981","C1611311","-6.5608113","106.7697674","-6.5521866","106.7698895","2","06:05:55","06:21:55","2900","41","40","16","200","2023-09-07T17:00:00.000000Z",""
"DS20230981","C1611412","-6.5521866","106.7698895","-6.5538709","106.7612726","2","06:02:18","06:13:18","2600","41","40","11","200","2023-09-07T17:00:00.000000Z",""
"DS20230981","C1611413","-6.5538709","106.7612726","-6.5583673","106.7625736","1","06:03:19","06:06:19","550","43","40","3","200","2023-09-07T17:00:00.000000Z",""
"DS20230981","C1631014","-6.5583673","106.7625736","-6.5479962","106.7588665","2","06:05:09","06:11:09","2000","40","40","6","200","2023-09-07T17:00:00.000000Z",""
"DS20230982","C1611115","-6.5739934","106.77001","-6.5798804","106.7789937","1","06:04:11","06:09:11","1500","45","40","5","200","2023-09-07T17:00:00.000000Z",""
"DS20230982","C1611116","-6.5770773","106.7700981","-6.5785988","106.7729419","2","06:01:26","06:05:26","550","40","40","4","200","2023-09-07T17:00:00.000000Z",""
"DS20230982","C1611214","-6.5785988","106.7729419","-6.5739934","106.77001","1","06:05:41","06:08:41","850","37","40","3","200","2023-09-07T17:00:00.000000Z",""
"DS20230982","C1611115","-6.5739934","106.77001","-6.5798804","106.7789937","1","06:04:36","06:09:36","1500","45","40","5","200","2023-09-07T17:00:00.000000Z",""
"DS20230982","C1611216","-6.5798804","106.7789937","-6.574711","106.778276","1","06:01:39","06:07:39","1500","40","40","6","200","2023-09-07T17:00:00.000000Z",""
"DS20230982","C1611217","-6.574711","106.778276","-6.5735244","106.7694718","1","06:04:53","06:08:53","55","41","40","4","200","2023-09-07T17:00:00.000000Z",""
"DS20230982","C1611118","-6.5735244","106.7694718","-6.5777356","106.7748177","1","06:05:25","06:08:25","650","43","40","3","200","2023-09-07T17:00:00.000000Z",""
"DS20230982","C1611119","-6.5777356","106.7748177","-6.5789106","106.7725241","1","06:02:04","06:05:04","550","37","40","3","200","2023-09-07T17:00:00.000000Z",""
"DS20230982","C1611120","-6.5789106","106.7725241","-6.580235","106.7758265","2","06:04:51","06:06:51","500","48","40","2","200","2023-09-07T17:00:00.000000Z",""
"DS20230982","C1611221","-6.580235","106.7758265","-6.5806101","106.7778852","2","06:02:03","06:06:03","300","40","40","4","200","2023-09-07T17:00:00.000000Z",""
"DS20230982","C1611222","-6.5806101","106.7778852","-6.574711","106.778276","2","06:04:24","06:13:24","1600","37","40","9","200","2023-09-07T17:00:00.000000Z",""
"DS20230982","C1661223","-6.574711","106.778276","-6.5750769","106.7786665","2","06:05:09","06:08:09","55","42","40","3","200","2023-09-07T17:00:00.000000Z",""
"DS20230983","C1611324","-6.5593912","106.7651706","-6.5689459","106.7663511","2","06:04:31","06:14:31","2500","49","40","9","200","2023-09-07T17:00:00.000000Z",""
"DS20230983","C1611225","-6.5689459","106.7663511","-6.5697904","106.7715157","1","06:02:17","06:06:17","800","44","40","4","200","2023-09-07T17:00:00.000000Z",""
"DS20230991","C161134","-6.5593912","106.7651706","-6.5597062","106.7653049","1","06:03:01","06:11:01","1900","46","45","8","200","2023-09-08T17:00:00.000000Z",""
"DS20230991","C161135","-6.5597062","106.7653049","-6.5616789","106.7651859","1","06:05:26","06:11:26","850","42","45","6","200","2023-09-08T17:00:00.000000Z",""
"DS20230991","C161136","-6.5616789","106.7651859","-6.5576909","106.7708545","1","06:05:11","06:10:11","50","38","45","5","200","2023-09-08T17:00:00.000000Z",""
"DS20230991","C161147","-6.5576909","106.7708545","-6.5579377","106.7646372","2","06:05:09","06:11:09","700","40","45","6","200","2023-09-08T17:00:00.000000Z",""
"DS20230991","C161138","-6.5579377","106.7646372","-6.5526027","106.7687139","1","06:01:02","06:08:02","1600","42","45","7","200","2023-09-08T17:00:00.000000Z",""
"DS20230991","C161139","-6.5526027","106.7687139","-6.55624","106.7664824","1","06:01:20","06:08:20","700","42","45","7","200","2023-09-08T17:00:00.000000Z",""
"DS20230991","C1611310","-6.55624","106.7664824","-6.5608113","106.7697674","2","06:01:22","06:09:22","1900","37","45","8","200","2023-09-08T17:00:00.000000Z",""
"DS20230991","C1611311","-6.5608113","106.7697674","-6.5521866","106.7698895","1","06:05:45","06:17:45","2900","41","45","12","200","2023-09-08T17:00:00.000000Z",""
"DS20230991","C1611412","-6.5521866","106.7698895","-6.5538709","106.7612726","1","06:03:30","06:18:30","2600","41","45","15","200","2023-09-08T17:00:00.000000Z",""
"DS20230991","C1611413","-6.5538709","106.7612726","-6.5583673","106.7625736","2","06:01:16","06:03:16","550","43","45","2","200","2023-09-08T17:00:00.000000Z",""
"DS20230991","C1631014","-6.5583673","106.7625736","-6.5479962","106.7588665","1","06:05:14","06:10:14","2000","40","45","5","200","2023-09-08T17:00:00.000000Z",""
"DS20230992","C1611115","-6.5739934","106.77001","-6.5798804","106.7789937","2","06:04:07","06:09:07","1500","45","45","5","200","2023-09-08T17:00:00.000000Z",""
"DS20230992","C1611116","-6.5770773","106.7700981","-6.5785988","106.7729419","1","06:01:16","06:06:16","550","40","45","5","200","2023-09-08T17:00:00.000000Z",""
