"id","distribution_code","customer_code","start_latitude","start_longitude","dest_latitude","dest_longitude","total","process_at","received_at","distance","speed_average","potential_rain","duration","courier_last_stamp","status","created_at","updated_at"
"612","DS202307142","C1611214","-6.5785988","106.7729419","-6.5739934","106.77001","2","06:03:16","06:07:16","850","37","35","4","0,0","200","2023-07-13T17:00:00.000000Z","2024-05-12T07:24:24.000000Z"
"613","DS202307142","C1611115","-6.5739934","106.77001","-6.5798804","106.7789937","1","06:04:52","06:09:52","1500","45","35","5","0,0","200","2023-07-13T17:00:00.000000Z","2024-05-12T07:26:55.000000Z"
"614","DS202307142","C1611216","-6.5798804","106.7789937","-6.574711","106.778276","2","06:05:54","06:12:54","1500","40","35","7","0,0","200","2023-07-13T17:00:00.000000Z","2024-05-12T07:28:43.000000Z"
"615","DS202307142","C1611217","-6.574711","106.778276","-6.5735244","106.7694718","2","06:05:34","06:09:34","55","41","35","4","0,0","200","2023-07-13T17:00:00.000000Z","2024-05-12T07:30:37.000000Z"
"616","DS202307142","C1611118","-6.5735244","106.7694718","-6.5777356","106.7748177","1","06:04:02","06:06:02","650","43","35","2","0,0","200","2023-07-13T17:00:00.000000Z","2024-05-12T07:31:58.000000Z"
"617","DS202307142","C1611119","-6.5777356","106.7748177","-6.5789106","106.7725241","2","06:01:56","06:05:56","550","37","35","4","0,0","200","2023-07-13T17:00:00.000000Z","2024-05-12T07:32:52.000000Z"
"618","DS202307142","C1611120","-6.5789106","106.7725241","-6.580235","106.7758265","2","06:03:12","06:08:12","500","48","35","5","0,0","200","2023-07-13T17:00:00.000000Z","2024-05-12T07:34:08.000000Z"
"619","DS202307142","C1611221","-6.580235","106.7758265","-6.5806101","106.7778852","1","06:02:08","06:04:08","300","40","35","2","0,0","200","2023-07-13T17:00:00.000000Z","2024-05-12T07:35:13.000000Z"
"620","DS202307142","C1611222","-6.5806101","106.7778852","-6.574711","106.778276","1","06:01:06","06:07:06","1600","37","35","6","0,0","200","2023-07-13T17:00:00.000000Z","2024-05-12T07:36:27.000000Z"
"621","DS202307142","C1661223","-6.574711","106.778276","-6.5750769","106.7786665","1","06:05:16","06:10:16","55","42","35","5","0,0","200","2023-07-13T17:00:00.000000Z","2024-05-12T07:37:32.000000Z"
"622","DS202307143","C1611324","-6.5593912","106.7651706","-6.5689459","106.7663511","1","06:03:26","06:11:26","2500","49","35","7","0,0","200","2023-07-13T17:00:00.000000Z","2024-05-12T07:40:15.000000Z"
"623","DS202307143","C1611225","-6.5689459","106.7663511","-6.5697904","106.7715157","2","06:01:05","06:06:05","800","44","35","5","0,0","200","2023-07-13T17:00:00.000000Z","2024-05-12T07:41:41.000000Z"
"624","DS202307143","C1616326","-6.5697904","106.7715157","-6.5694784","106.7844704","2","06:02:33","06:17:33","3200","38","35","15","0,0","200","2023-07-13T17:00:00.000000Z","2024-05-12T07:44:25.000000Z"
"625","DS202307143","C1611227","-6.5694784","106.7844704","-6.5726972","106.7722529","1","06:04:22","06:13:22","2800","48","35","9","0,0","200","2023-07-13T17:00:00.000000Z","2024-05-12T07:45:24.000000Z"
"626","DS202307143","C1616428","-6.5726972","106.7722529","-6.5598301","106.7942123","2","06:02:01","06:27:01","5600","37","35","25","0,0","200","2023-07-13T17:00:00.000000Z","2024-05-12T07:46:46.000000Z"
"627","DS202307143","C1616429","-6.5598301","106.7942123","-6.5612453","106.7877424","1","06:02:01","06:08:01","3100","39","35","6","0,0","200","2023-07-13T17:00:00.000000Z","2024-05-12T07:47:49.000000Z"
"628","DS202307143","C1616930","-6.5612453","106.7877424","-6.5336581","106.7672771","2","06:03:10","06:16:10","4000","42","35","13","0,0","200","2023-07-13T17:00:00.000000Z","2024-05-12T07:48:50.000000Z"
"630","DS202307143","C1611232","-6.5336581","106.7672771","-6.5706956","106.7720176","1","06:01:53","06:19:53","5500","45","35","18","0,0","200","2023-07-13T17:00:00.000000Z","2024-05-12T07:50:04.000000Z"
"631","DS202307143","C1611233","-6.5706956","106.7720176","-6.5694899","106.7667687","1","06:04:45","06:08:45","800","43","35","4","0,0","200","2023-07-13T17:00:00.000000Z","2024-05-12T07:52:01.000000Z"
"632","DS202307143","C1611134","-6.5694899","106.7667687","-6.583396","106.7807839","1","06:03:14","06:10:14","2200","38","35","7","0,0","200","2023-07-13T17:00:00.000000Z","2024-05-12T07:53:24.000000Z"
"633","DS202307143","C1611235","-6.583396","106.7807839","-6.5755834","106.7748741","1","06:01:54","06:07:54","1500","42","35","6","0,0","200","2023-07-13T17:00:00.000000Z","2024-05-12T07:54:23.000000Z"
"634","DS202307144","C1611236","-6.5593912","106.7651706","-6.5662466","106.768754","2","06:01:53","06:15:53","2800","36","35","14","0,0","200","2023-07-13T17:00:00.000000Z","2024-05-12T08:01:56.000000Z"
"635","DS202307144","C1611237","-6.5662466","106.768754","-6.5658635","106.7653708","2","06:01:25","06:04:25","550","44","35","3","0,0","200","2023-07-13T17:00:00.000000Z","2024-05-12T08:03:08.000000Z"
"636","DS202307144","C1611438","-6.5658635","106.7653708","-6.5671577","106.7627992","1","06:04:10","06:10:10","450","39","35","6","0,0","200","2023-07-13T17:00:00.000000Z","2024-05-12T08:04:26.000000Z"
"637","DS202307144","C1611239","-6.5775179","106.7721695","-6.5758498","106.7720491","1","06:03:12","06:07:12","230","38","35","4","0,0","200","2023-07-13T17:00:00.000000Z","2024-05-12T08:06:47.000000Z"
"638","DS202307144","C1611240","-6.5775179","106.7721695","-6.5758498","106.7720491","2","06:05:58","06:10:58","230","37","35","5","0,0","200","2023-07-13T17:00:00.000000Z","2024-05-12T08:09:26.000000Z"
"639","DS202307144","C1611241","-6.5758498","106.7720491","-6.5749545","106.773411","1","06:01:04","06:03:04","400","36","35","2","0,0","200","2023-07-13T17:00:00.000000Z","2024-05-12T08:13:40.000000Z"
"640","DS202307144","C1611242","-6.5749545","106.773411","-6.5713337","106.7743343","1","06:04:20","06:12:20","850","35","35","8","0,0","200","2023-07-13T17:00:00.000000Z","2024-05-12T08:14:42.000000Z"
"641","DS202307144","C1611243","-6.5713337","106.7743343","-6.569131","106.773988","1","06:05:44","06:08:44","280","38","35","3","0,0","200","2023-07-13T17:00:00.000000Z","2024-05-12T09:12:52.000000Z"
"642","DS202307144","C1611344","-6.569131","106.773988","-6.5573381","106.7660608","2","06:05:09","06:14:09","2600","45","35","9","0,0","200","2023-07-13T17:00:00.000000Z","2024-05-12T09:15:15.000000Z"
"643","DS202307144","C1611345","-6.5573381","106.7660608","-6.5574884","106.7737942","1","06:04:44","06:14:44","1700","42","35","10","0,0","200","2023-07-13T17:00:00.000000Z","2024-05-12T09:16:42.000000Z"
"644","DS202307144","C1611346","-6.5574884","106.7737942","-6.5648245","106.7618185","2","06:05:33","06:10:33","1600","48","35","5","0,0","200","2023-07-13T17:00:00.000000Z","2024-05-12T09:17:56.000000Z"
"645","DS202307151","C161134","-6.5593912","106.7651706","-6.5597062","106.7653049","1","06:01:52","06:09:52","1900","46","50","9","0,0","200","2023-07-14T17:00:00.000000Z","2024-05-12T06:03:46.000000Z"
"646","DS202307151","C161135","-6.5597062","106.7653049","-6.5616789","106.7651859","2","06:03:35","06:10:35","850","42","50","8","0,0","200","2023-07-14T17:00:00.000000Z","2024-05-12T06:11:21.000000Z"
"647","DS202307151","C161136","-6.5616789","106.7651859","-6.5576909","106.7708545","2","06:02:49","06:05:49","50","38","50","4","0,0","200","2023-07-14T17:00:00.000000Z","2024-05-12T06:57:33.000000Z"
"648","DS202307151","C161147","-6.5576909","106.7708545","-6.5579377","106.7646372","1","06:04:26","06:11:26","700","40","50","8","0,0","200","2023-07-14T17:00:00.000000Z","2024-05-12T06:59:13.000000Z"
"649","DS202307151","C161138","-6.5579377","106.7646372","-6.5526027","106.7687139","2","06:04:39","06:12:39","1600","42","50","9","0,0","200","2023-07-14T17:00:00.000000Z","2024-05-12T07:00:27.000000Z"
"650","DS202307151","C161139","-6.5526027","106.7687139","-6.55624","106.7664824","2","06:03:02","06:09:02","700","42","50","7","0,0","200","2023-07-14T17:00:00.000000Z","2024-05-12T07:02:58.000000Z"
"651","DS202307151","C1611310","-6.55624","106.7664824","-6.5608113","106.7697674","2","06:04:31","06:14:31","1900","37","50","11","0,0","200","2023-07-14T17:00:00.000000Z","2024-05-12T07:04:55.000000Z"
"652","DS202307151","C1611311","-6.5608113","106.7697674","-6.5521866","106.7698895","2","06:03:07","06:13:07","2900","41","50","11","0,0","200","2023-07-14T17:00:00.000000Z","2024-05-12T07:08:13.000000Z"
"653","DS202307151","C1611412","-6.5521866","106.7698895","-6.5538709","106.7612726","2","06:05:12","06:18:12","2600","41","50","14","0,0","200","2023-07-14T17:00:00.000000Z","2024-05-12T07:10:36.000000Z"
"654","DS202307151","C1611413","-6.5538709","106.7612726","-6.5583673","106.7625736","2","06:02:30","06:07:30","550","43","50","6","0,0","200","2023-07-14T17:00:00.000000Z","2024-05-12T07:11:57.000000Z"
"655","DS202307151","C1631014","-6.5583673","106.7625736","-6.5479962","106.7588665","1","06:05:23","06:10:23","2000","40","50","6","0,0","200","2023-07-14T17:00:00.000000Z","2024-05-12T07:14:06.000000Z"
"656","DS202307152","C1611115","-6.5739934","106.77001","-6.5798804","106.7789937","2","06:01:34","06:07:34","1500","45","50","7","0,0","200","2023-07-14T17:00:00.000000Z","2024-05-12T07:26:55.000000Z"
"657","DS202307152","C1611116","-6.5770773","106.7700981","-6.5785988","106.7729419","2","06:02:48","06:06:48","550","40","50","5","0,0","200","2023-07-14T17:00:00.000000Z","2024-05-12T07:22:43.000000Z"
"658","DS202307152","C1611214","-6.5785988","106.7729419","-6.5739934","106.77001","2","06:05:55","06:10:55","850","37","50","6","0,0","200","2023-07-14T17:00:00.000000Z","2024-05-12T07:24:24.000000Z"
"659","DS202307152","C1611115","-6.5739934","106.77001","-6.5798804","106.7789937","1","06:05:59","06:10:59","1500","45","50","6","0,0","200","2023-07-14T17:00:00.000000Z","2024-05-12T07:26:55.000000Z"
"660","DS202307152","C1611216","-6.5798804","106.7789937","-6.574711","106.778276","1","06:04:51","06:11:51","1500","40","50","8","0,0","200","2023-07-14T17:00:00.000000Z","2024-05-12T07:28:43.000000Z"
"661","DS202307152","C1611217","-6.574711","106.778276","-6.5735244","106.7694718","1","06:02:07","06:06:07","55","41","50","5","0,0","200","2023-07-14T17:00:00.000000Z","2024-05-12T07:30:37.000000Z"
"662","DS202307152","C1611118","-6.5735244","106.7694718","-6.5777356","106.7748177","1","06:02:13","06:04:13","650","43","50","3","0,0","200","2023-07-14T17:00:00.000000Z","2024-05-12T07:31:58.000000Z"
"663","DS202307152","C1611119","-6.5777356","106.7748177","-6.5789106","106.7725241","1","06:03:55","06:05:55","550","37","50","3","0,0","200","2023-07-14T17:00:00.000000Z","2024-05-12T07:32:52.000000Z"
"664","DS202307152","C1611120","-6.5789106","106.7725241","-6.580235","106.7758265","1","06:01:15","06:04:15","500","48","50","4","0,0","200","2023-07-14T17:00:00.000000Z","2024-05-12T07:34:08.000000Z"
"665","DS202307152","C1611221","-6.580235","106.7758265","-6.5806101","106.7778852","1","06:05:59","06:09:59","300","40","50","5","0,0","200","2023-07-14T17:00:00.000000Z","2024-05-12T07:35:13.000000Z"
"666","DS202307152","C1611222","-6.5806101","106.7778852","-6.574711","106.778276","1","06:03:18","06:09:18","1600","37","50","7","0,0","200","2023-07-14T17:00:00.000000Z","2024-05-12T07:36:27.000000Z"
"667","DS202307152","C1661223","-6.574711","106.778276","-6.5750769","106.7786665","1","06:02:38","06:07:38","55","42","50","6","0,0","200","2023-07-14T17:00:00.000000Z","2024-05-12T07:37:32.000000Z"
"668","DS202307153","C1611324","-6.5593912","106.7651706","-6.5689459","106.7663511","1","06:05:40","06:13:40","2500","49","50","8","0,0","200","2023-07-14T17:00:00.000000Z","2024-05-12T07:40:15.000000Z"
"669","DS202307153","C1611225","-6.5689459","106.7663511","-6.5697904","106.7715157","2","06:01:36","06:08:36","800","44","50","8","0,0","200","2023-07-14T17:00:00.000000Z","2024-05-12T07:41:41.000000Z"
"670","DS202307153","C1616326","-6.5697904","106.7715157","-6.5694784","106.7844704","1","06:02:28","06:16:28","3200","38","50","15","0,0","200","2023-07-14T17:00:00.000000Z","2024-05-12T07:44:25.000000Z"
"671","DS202307153","C1611227","-6.5694784","106.7844704","-6.5726972","106.7722529","2","06:04:16","06:15:16","2800","48","50","12","0,0","200","2023-07-14T17:00:00.000000Z","2024-05-12T07:45:24.000000Z"
"672","DS202307153","C1616428","-6.5726972","106.7722529","-6.5598301","106.7942123","2","06:03:37","06:27:37","5600","37","50","25","0,0","200","2023-07-14T17:00:00.000000Z","2024-05-12T07:46:46.000000Z"
"673","DS202307153","C1616429","-6.5598301","106.7942123","-6.5612453","106.7877424","1","06:03:24","06:11:24","3100","39","50","9","0,0","200","2023-07-14T17:00:00.000000Z","2024-05-12T07:47:49.000000Z"
"674","DS202307153","C1616930","-6.5612453","106.7877424","-6.5336581","106.7672771","2","06:05:31","06:20:31","4000","42","50","16","0,0","200","2023-07-14T17:00:00.000000Z","2024-05-12T07:48:50.000000Z"
"676","DS202307153","C1611232","-6.5336581","106.7672771","-6.5706956","106.7720176","2","06:03:44","06:23:44","5500","45","50","21","0,0","200","2023-07-14T17:00:00.000000Z","2024-05-12T07:50:04.000000Z"
"677","DS202307153","C1611233","-6.5706956","106.7720176","-6.5694899","106.7667687","2","06:03:38","06:07:38","800","43","50","5","0,0","200","2023-07-14T17:00:00.000000Z","2024-05-12T07:52:01.000000Z"
"678","DS202307153","C1611134","-6.5694899","106.7667687","-6.583396","106.7807839","1","06:01:48","06:09:48","2200","38","50","9","0,0","200","2023-07-14T17:00:00.000000Z","2024-05-12T07:53:24.000000Z"
"679","DS202307153","C1611235","-6.583396","106.7807839","-6.5755834","106.7748741","2","06:02:52","06:08:52","1500","42","50","7","0,0","200","2023-07-14T17:00:00.000000Z","2024-05-12T07:54:23.000000Z"
"680","DS202307154","C1611236","-6.5593912","106.7651706","-6.5662466","106.768754","1","06:02:55","06:13:55","2800","36","50","12","0,0","200","2023-07-14T17:00:00.000000Z","2024-05-12T08:01:56.000000Z"
"681","DS202307154","C1611237","-6.5662466","106.768754","-6.5658635","106.7653708","2","06:04:01","06:07:01","550","44","50","4","0,0","200","2023-07-14T17:00:00.000000Z","2024-05-12T08:03:08.000000Z"
"682","DS202307154","C1611438","-6.5658635","106.7653708","-6.5671577","106.7627992","1","06:05:12","06:09:12","450","39","50","5","0,0","200","2023-07-14T17:00:00.000000Z","2024-05-12T08:04:26.000000Z"
"683","DS202307154","C1611239","-6.5775179","106.7721695","-6.5758498","106.7720491","2","06:05:57","06:09:57","230","38","50","5","0,0","200","2023-07-14T17:00:00.000000Z","2024-05-12T08:06:47.000000Z"
"684","DS202307154","C1611240","-6.5775179","106.7721695","-6.5758498","106.7720491","2","06:02:38","06:06:38","230","37","50","5","0,0","200","2023-07-14T17:00:00.000000Z","2024-05-12T08:09:26.000000Z"
"685","DS202307154","C1611241","-6.5758498","106.7720491","-6.5749545","106.773411","1","06:04:31","06:09:31","400","36","50","6","0,0","200","2023-07-14T17:00:00.000000Z","2024-05-12T08:13:40.000000Z"
"686","DS202307154","C1611242","-6.5749545","106.773411","-6.5713337","106.7743343","2","06:02:12","06:06:12","850","35","50","5","0,0","200","2023-07-14T17:00:00.000000Z","2024-05-12T08:14:42.000000Z"
"687","DS202307154","C1611243","-6.5713337","106.7743343","-6.569131","106.773988","1","06:04:02","06:08:02","280","38","50","5","0,0","200","2023-07-14T17:00:00.000000Z","2024-05-12T09:12:52.000000Z"
"688","DS202307154","C1611344","-6.569131","106.773988","-6.5573381","106.7660608","1","06:02:06","06:11:06","2600","45","50","10","0,0","200","2023-07-14T17:00:00.000000Z","2024-05-12T09:15:15.000000Z"
"689","DS202307154","C1611345","-6.5573381","106.7660608","-6.5574884","106.7737942","1","06:01:30","06:09:30","1700","42","50","9","0,0","200","2023-07-14T17:00:00.000000Z","2024-05-12T09:16:42.000000Z"
"690","DS202307154","C1611346","-6.5574884","106.7737942","-6.5648245","106.7618185","2","06:01:39","06:09:39","1600","48","50","9","0,0","200","2023-07-14T17:00:00.000000Z","2024-05-12T09:17:56.000000Z"
"691","DS202307161","C161134","-6.5593912","106.7651706","-6.5597062","106.7653049","1","06:05:15","06:14:15","1900","46","30","9","0,0","200","2023-07-15T17:00:00.000000Z","2024-05-12T06:03:46.000000Z"
"692","DS202307161","C161135","-6.5597062","106.7653049","-6.5616789","106.7651859","1","06:05:06","06:12:06","850","42","30","7","0,0","200","2023-07-15T17:00:00.000000Z","2024-05-12T06:11:21.000000Z"
"693","DS202307161","C161136","-6.5616789","106.7651859","-6.5576909","106.7708545","1","06:05:58","06:08:58","50","38","30","3","0,0","200","2023-07-15T17:00:00.000000Z","2024-05-12T06:57:33.000000Z"
"694","DS202307161","C161147","-6.5576909","106.7708545","-6.5579377","106.7646372","2","06:03:47","06:09:47","700","40","30","6","0,0","200","2023-07-15T17:00:00.000000Z","2024-05-12T06:59:13.000000Z"
"695","DS202307161","C161138","-6.5579377","106.7646372","-6.5526027","106.7687139","2","06:04:41","06:14:41","1600","42","30","10","0,0","200","2023-07-15T17:00:00.000000Z","2024-05-12T07:00:27.000000Z"
"696","DS202307161","C161139","-6.5526027","106.7687139","-6.55624","106.7664824","1","06:03:10","06:10:10","700","42","30","7","0,0","200","2023-07-15T17:00:00.000000Z","2024-05-12T07:02:58.000000Z"
"697","DS202307161","C1611310","-6.55624","106.7664824","-6.5608113","106.7697674","1","06:02:24","06:12:24","1900","37","30","10","0,0","200","2023-07-15T17:00:00.000000Z","2024-05-12T07:04:55.000000Z"
"698","DS202307161","C1611311","-6.5608113","106.7697674","-6.5521866","106.7698895","2","06:04:37","06:15:37","2900","41","30","11","0,0","200","2023-07-15T17:00:00.000000Z","2024-05-12T07:08:13.000000Z"
"699","DS202307161","C1611412","-6.5521866","106.7698895","-6.5538709","106.7612726","1","06:03:16","06:15:16","2600","41","30","12","0,0","200","2023-07-15T17:00:00.000000Z","2024-05-12T07:10:36.000000Z"
"700","DS202307161","C1611413","-6.5538709","106.7612726","-6.5583673","106.7625736","2","06:05:14","06:08:14","550","43","30","3","0,0","200","2023-07-15T17:00:00.000000Z","2024-05-12T07:11:57.000000Z"
"701","DS202307161","C1631014","-6.5583673","106.7625736","-6.5479962","106.7588665","2","06:02:04","06:07:04","2000","40","30","5","0,0","200","2023-07-15T17:00:00.000000Z","2024-05-12T07:14:06.000000Z"
"702","DS202307162","C1611115","-6.5739934","106.77001","-6.5798804","106.7789937","2","06:05:27","06:10:27","1500","45","30","5","0,0","200","2023-07-15T17:00:00.000000Z","2024-05-12T07:26:55.000000Z"
"703","DS202307162","C1611116","-6.5770773","106.7700981","-6.5785988","106.7729419","2","06:01:11","06:06:11","550","40","30","5","0,0","200","2023-07-15T17:00:00.000000Z","2024-05-12T07:22:43.000000Z"
"704","DS202307162","C1611214","-6.5785988","106.7729419","-6.5739934","106.77001","1","06:04:28","06:06:28","850","37","30","2","0,0","200","2023-07-15T17:00:00.000000Z","2024-05-12T07:24:24.000000Z"
"705","DS202307162","C1611115","-6.5739934","106.77001","-6.5798804","106.7789937","2","06:04:47","06:11:47","1500","45","30","7","0,0","200","2023-07-15T17:00:00.000000Z","2024-05-12T07:26:55.000000Z"
"706","DS202307162","C1611216","-6.5798804","106.7789937","-6.574711","106.778276","1","06:04:06","06:08:06","1500","40","30","4","0,0","200","2023-07-15T17:00:00.000000Z","2024-05-12T07:28:43.000000Z"
"707","DS202307162","C1611217","-6.574711","106.778276","-6.5735244","106.7694718","1","06:04:40","06:08:40","55","41","30","4","0,0","200","2023-07-15T17:00:00.000000Z","2024-05-12T07:30:37.000000Z"
"708","DS202307162","C1611118","-6.5735244","106.7694718","-6.5777356","106.7748177","2","06:03:13","06:07:13","650","43","30","4","0,0","200","2023-07-15T17:00:00.000000Z","2024-05-12T07:31:58.000000Z"
"709","DS202307162","C1611119","-6.5777356","106.7748177","-6.5789106","106.7725241","1","06:01:51","06:06:51","550","37","30","5","0,0","200","2023-07-15T17:00:00.000000Z","2024-05-12T07:32:52.000000Z"
"710","DS202307162","C1611120","-6.5789106","106.7725241","-6.580235","106.7758265","1","06:03:13","06:08:13","500","48","30","5","0,0","200","2023-07-15T17:00:00.000000Z","2024-05-12T07:34:08.000000Z"
"711","DS202307162","C1611221","-6.580235","106.7758265","-6.5806101","106.7778852","2","06:01:09","06:05:09","300","40","30","4","0,0","200","2023-07-15T17:00:00.000000Z","2024-05-12T07:35:13.000000Z"
"712","DS202307162","C1611222","-6.5806101","106.7778852","-6.574711","106.778276","2","06:02:42","06:07:42","1600","37","30","5","0,0","200","2023-07-15T17:00:00.000000Z","2024-05-12T07:36:27.000000Z"
"713","DS202307162","C1661223","-6.574711","106.778276","-6.5750769","106.7786665","1","06:03:56","06:06:56","55","42","30","3","0,0","200","2023-07-15T17:00:00.000000Z","2024-05-12T07:37:32.000000Z"
"714","DS202307163","C1611324","-6.5593912","106.7651706","-6.5689459","106.7663511","1","06:02:55","06:12:55","2500","49","30","9","0,0","200","2023-07-15T17:00:00.000000Z","2024-05-12T07:40:15.000000Z"
"715","DS202307163","C1611225","-6.5689459","106.7663511","-6.5697904","106.7715157","2","06:05:19","06:12:19","800","44","30","7","0,0","200","2023-07-15T17:00:00.000000Z","2024-05-12T07:41:41.000000Z"
"716","DS202307163","C1616326","-6.5697904","106.7715157","-6.5694784","106.7844704","2","06:05:05","06:18:05","3200","38","30","13","0,0","200","2023-07-15T17:00:00.000000Z","2024-05-12T07:44:25.000000Z"
"717","DS202307163","C1611227","-6.5694784","106.7844704","-6.5726972","106.7722529","2","06:04:30","06:19:30","2800","48","30","15","0,0","200","2023-07-15T17:00:00.000000Z","2024-05-12T07:45:24.000000Z"
"718","DS202307163","C1616428","-6.5726972","106.7722529","-6.5598301","106.7942123","1","06:01:14","06:20:14","5600","37","30","19","0,0","200","2023-07-15T17:00:00.000000Z","2024-05-12T07:46:46.000000Z"
"719","DS202307163","C1616429","-6.5598301","106.7942123","-6.5612453","106.7877424","1","06:03:41","06:11:41","3100","39","30","8","0,0","200","2023-07-15T17:00:00.000000Z","2024-05-12T07:47:49.000000Z"
"720","DS202307163","C1616930","-6.5612453","106.7877424","-6.5336581","106.7672771","1","06:01:24","06:13:24","4000","42","30","12","0,0","200","2023-07-15T17:00:00.000000Z","2024-05-12T07:48:50.000000Z"
"722","DS202307163","C1611232","-6.5336581","106.7672771","-6.5706956","106.7720176","2","06:03:21","06:22:21","5500","45","30","19","0,0","200","2023-07-15T17:00:00.000000Z","2024-05-12T07:50:04.000000Z"
"723","DS202307163","C1611233","-6.5706956","106.7720176","-6.5694899","106.7667687","1","06:04:51","06:11:51","800","43","30","7","0,0","200","2023-07-15T17:00:00.000000Z","2024-05-12T07:52:01.000000Z"
"724","DS202307163","C1611134","-6.5694899","106.7667687","-6.583396","106.7807839","1","06:03:41","06:12:41","2200","38","30","9","0,0","200","2023-07-15T17:00:00.000000Z","2024-05-12T07:53:24.000000Z"
"725","DS202307163","C1611235","-6.583396","106.7807839","-6.5755834","106.7748741","1","06:03:23","06:10:23","1500","42","30","7","0,0","200","2023-07-15T17:00:00.000000Z","2024-05-12T07:54:23.000000Z"
"726","DS202307164","C1611236","-6.5593912","106.7651706","-6.5662466","106.768754","2","06:01:06","06:17:06","2800","36","30","16","0,0","200","2023-07-15T17:00:00.000000Z","2024-05-12T08:01:56.000000Z"
"727","DS202307164","C1611237","-6.5662466","106.768754","-6.5658635","106.7653708","1","06:03:32","06:08:32","550","44","30","5","0,0","200","2023-07-15T17:00:00.000000Z","2024-05-12T08:03:08.000000Z"
"728","DS202307164","C1611438","-6.5658635","106.7653708","-6.5671577","106.7627992","2","06:03:53","06:08:53","450","39","30","5","0,0","200","2023-07-15T17:00:00.000000Z","2024-05-12T08:04:26.000000Z"
"729","DS202307164","C1611239","-6.5775179","106.7721695","-6.5758498","106.7720491","2","06:01:04","06:05:04","230","38","30","4","0,0","200","2023-07-15T17:00:00.000000Z","2024-05-12T08:06:47.000000Z"
"730","DS202307164","C1611240","-6.5775179","106.7721695","-6.5758498","106.7720491","1","06:05:16","06:07:16","230","37","30","2","0,0","200","2023-07-15T17:00:00.000000Z","2024-05-12T08:09:26.000000Z"
"731","DS202307164","C1611241","-6.5758498","106.7720491","-6.5749545","106.773411","1","06:02:43","06:04:43","400","36","30","2","0,0","200","2023-07-15T17:00:00.000000Z","2024-05-12T08:13:40.000000Z"
"732","DS202307164","C1611242","-6.5749545","106.773411","-6.5713337","106.7743343","1","06:03:46","06:12:46","850","35","30","9","0,0","200","2023-07-15T17:00:00.000000Z","2024-05-12T08:14:42.000000Z"
"733","DS202307164","C1611243","-6.5713337","106.7743343","-6.569131","106.773988","2","06:04:49","06:09:49","280","38","30","5","0,0","200","2023-07-15T17:00:00.000000Z","2024-05-12T09:12:52.000000Z"
"734","DS202307164","C1611344","-6.569131","106.773988","-6.5573381","106.7660608","2","06:04:51","06:14:51","2600","45","30","10","0,0","200","2023-07-15T17:00:00.000000Z","2024-05-12T09:15:15.000000Z"
"735","DS202307164","C1611345","-6.5573381","106.7660608","-6.5574884","106.7737942","2","06:01:58","06:09:58","1700","42","30","8","0,0","200","2023-07-15T17:00:00.000000Z","2024-05-12T09:16:42.000000Z"
"736","DS202307164","C1611346","-6.5574884","106.7737942","-6.5648245","106.7618185","2","06:05:18","06:09:18","1600","48","30","4","0,0","200","2023-07-15T17:00:00.000000Z","2024-05-12T09:17:56.000000Z"
"737","DS202307171","C161134","-6.5593912","106.7651706","-6.5597062","106.7653049","2","06:05:28","06:12:28","1900","46","40","7","0,0","200","2023-07-16T17:00:00.000000Z","2024-05-12T06:03:46.000000Z"
"738","DS202307171","C161135","-6.5597062","106.7653049","-6.5616789","106.7651859","1","06:05:24","06:12:24","850","42","40","7","0,0","200","2023-07-16T17:00:00.000000Z","2024-05-12T06:11:21.000000Z"
"739","DS202307171","C161136","-6.5616789","106.7651859","-6.5576909","106.7708545","1","06:01:10","06:04:10","50","38","40","3","0,0","200","2023-07-16T17:00:00.000000Z","2024-05-12T06:57:33.000000Z"
"740","DS202307171","C161147","-6.5576909","106.7708545","-6.5579377","106.7646372","2","06:01:10","06:07:10","700","40","40","6","0,0","200","2023-07-16T17:00:00.000000Z","2024-05-12T06:59:13.000000Z"
"741","DS202307171","C161138","-6.5579377","106.7646372","-6.5526027","106.7687139","2","06:04:09","06:12:09","1600","42","40","8","0,0","200","2023-07-16T17:00:00.000000Z","2024-05-12T07:00:27.000000Z"
"742","DS202307171","C161139","-6.5526027","106.7687139","-6.55624","106.7664824","2","06:04:14","06:10:14","700","42","40","6","0,0","200","2023-07-16T17:00:00.000000Z","2024-05-12T07:02:58.000000Z"
"743","DS202307171","C1611310","-6.55624","106.7664824","-6.5608113","106.7697674","2","06:03:26","06:11:26","1900","37","40","8","0,0","200","2023-07-16T17:00:00.000000Z","2024-05-12T07:04:55.000000Z"
"744","DS202307171","C1611311","-6.5608113","106.7697674","-6.5521866","106.7698895","1","06:04:11","06:20:11","2900","41","40","16","0,0","200","2023-07-16T17:00:00.000000Z","2024-05-12T07:08:13.000000Z"
"745","DS202307171","C1611412","-6.5521866","106.7698895","-6.5538709","106.7612726","2","06:01:31","06:16:31","2600","41","40","15","0,0","200","2023-07-16T17:00:00.000000Z","2024-05-12T07:10:36.000000Z"
"746","DS202307171","C1611413","-6.5538709","106.7612726","-6.5583673","106.7625736","2","06:03:49","06:07:49","550","43","40","4","0,0","200","2023-07-16T17:00:00.000000Z","2024-05-12T07:11:57.000000Z"
